inst#,actual,predicted,error,prediction
86,3:Right,3:Right,,0.989
87,3:Right,3:Right,,0.701
88,3:Right,3:Right,,0.996
89,3:Right,3:Right,,0.91
90,3:Right,3:Right,,0.991
91,3:Right,3:Right,,0.862
92,3:Right,4:Left,+,0.999
93,3:Right,3:Right,,0.993
94,3:Right,3:Right,,0.696
95,3:Right,1:Not,+,0.986
96,3:Right,3:Right,,0.63
97,3:Right,1:Not,+,0.817
98,3:Right,3:Right,,0.976
99,3:Right,3:Right,,0.991
100,3:Right,3:Right,,0.82
101,3:Right,3:Right,,0.989
102,3:Right,3:Right,,0.863
103,3:Right,3:Right,,0.998
1,1:Not,1:Not,,0.928
2,1:Not,1:Not,,1
3,1:Not,1:Not,,0.935
4,1:Not,1:Not,,0.487
5,1:Not,1:Not,,1
6,1:Not,1:Not,,1
7,1:Not,1:Not,,0.936
8,1:Not,1:Not,,0.934
9,1:Not,1:Not,,0.908
10,1:Not,1:Not,,1
11,1:Not,1:Not,,0.794
12,1:Not,2:Forward,+,1
13,1:Not,2:Forward,+,0.622
14,1:Not,1:Not,,0.906
15,1:Not,2:Forward,+,0.869
16,1:Not,1:Not,,0.503
17,1:Not,1:Not,,0.75
18,1:Not,1:Not,,0.933
19,1:Not,1:Not,,1
20,1:Not,1:Not,,1
21,1:Not,3:Right,+,1
22,1:Not,1:Not,,0.928
23,1:Not,1:Not,,0.793
24,1:Not,1:Not,,0.951
25,1:Not,1:Not,,0.934
26,1:Not,1:Not,,0.935
27,1:Not,1:Not,,0.948
28,1:Not,1:Not,,0.92
29,1:Not,1:Not,,0.993
30,1:Not,2:Forward,+,0.369
31,1:Not,1:Not,,0.503
32,1:Not,1:Not,,0.868
33,2:Forward,2:Forward,,1
34,2:Forward,2:Forward,,0.628
35,2:Forward,2:Forward,,1
36,2:Forward,2:Forward,,1
37,2:Forward,2:Forward,,1
38,2:Forward,2:Forward,,0.537
39,2:Forward,2:Forward,,0.797
40,2:Forward,2:Forward,,0.999
41,2:Forward,2:Forward,,1
42,2:Forward,2:Forward,,0.934
43,2:Forward,1:Not,+,0.504
44,2:Forward,1:Not,+,0.501
45,2:Forward,2:Forward,,0.775
46,2:Forward,2:Forward,,0.999
47,2:Forward,2:Forward,,0.79
48,2:Forward,2:Forward,,1
49,2:Forward,2:Forward,,1
50,2:Forward,2:Forward,,0.914
51,2:Forward,2:Forward,,0.63
52,2:Forward,1:Not,+,0.892
53,2:Forward,2:Forward,,0.987
54,2:Forward,2:Forward,,0.951
55,2:Forward,1:Not,+,0.492
56,2:Forward,2:Forward,,0.998
57,2:Forward,2:Forward,,0.937
58,2:Forward,2:Forward,,0.999
59,2:Forward,2:Forward,,0.597
60,2:Forward,1:Not,+,0.857
61,2:Forward,1:Not,+,0.503
62,2:Forward,2:Forward,,0.998
63,2:Forward,2:Forward,,0.801
64,2:Forward,2:Forward,,0.997
65,2:Forward,2:Forward,,0.901
66,2:Forward,2:Forward,,0.979
67,2:Forward,2:Forward,,0.786
68,2:Forward,2:Forward,,0.963
69,4:Left,4:Left,,0.999
70,4:Left,4:Left,,1
71,4:Left,3:Right,+,0.681
72,4:Left,4:Left,,0.991
73,4:Left,4:Left,,0.956
74,4:Left,4:Left,,1
75,4:Left,4:Left,,0.999
76,4:Left,4:Left,,0.828
77,4:Left,4:Left,,0.999
78,4:Left,4:Left,,0.856
79,4:Left,4:Left,,0.923
80,4:Left,4:Left,,1
81,4:Left,4:Left,,0.985
82,4:Left,4:Left,,1
83,4:Left,4:Left,,0.999
84,4:Left,4:Left,,0.999
85,3:Right,3:Right,,0.999
86,3:Right,3:Right,,0.933
87,3:Right,3:Right,,0.999
88,3:Right,4:Left,+,0.995
89,3:Right,3:Right,,0.933
90,3:Right,3:Right,,0.933
91,3:Right,3:Right,,0.821
92,3:Right,1:Not,+,0.874
93,3:Right,3:Right,,0.478
94,3:Right,3:Right,,0.816
95,3:Right,3:Right,,0.497
96,3:Right,3:Right,,0.998
97,3:Right,3:Right,,0.817
98,3:Right,3:Right,,0.992
99,3:Right,3:Right,,0.999
100,3:Right,3:Right,,0.811
101,3:Right,3:Right,,0.872
102,3:Right,3:Right,,0.999
103,3:Right,3:Right,,0.934
1,1:Not,2:Forward,+,0.725
2,1:Not,1:Not,,0.995
3,1:Not,1:Not,,1
4,1:Not,1:Not,,1
5,1:Not,3:Right,+,0.894
6,1:Not,1:Not,,0.538
7,1:Not,1:Not,,1
8,1:Not,1:Not,,1
9,1:Not,1:Not,,0.987
10,1:Not,1:Not,,1
11,1:Not,1:Not,,0.662
12,1:Not,1:Not,,0.677
13,1:Not,1:Not,,1
14,1:Not,1:Not,,0.954
15,1:Not,1:Not,,0.957
16,1:Not,1:Not,,1
17,1:Not,1:Not,,1
18,1:Not,1:Not,,0.675
19,1:Not,1:Not,,0.623
20,1:Not,1:Not,,1
21,1:Not,1:Not,,1
22,1:Not,1:Not,,0.671
23,1:Not,1:Not,,1
24,1:Not,1:Not,,1
25,1:Not,1:Not,,1
26,1:Not,2:Forward,+,0.643
27,1:Not,1:Not,,0.991
28,1:Not,1:Not,,1
29,1:Not,3:Right,+,0.89
30,1:Not,1:Not,,0.632
31,1:Not,1:Not,,1
32,1:Not,1:Not,,0.666
33,2:Forward,2:Forward,,0.994
34,2:Forward,1:Not,+,0.935
35,2:Forward,1:Not,+,0.673
36,2:Forward,2:Forward,,0.908
37,2:Forward,2:Forward,,0.811
38,2:Forward,2:Forward,,0.991
39,2:Forward,1:Not,+,0.653
40,2:Forward,1:Not,+,0.774
41,2:Forward,2:Forward,,0.644
42,2:Forward,2:Forward,,0.884
43,2:Forward,2:Forward,,0.961
44,2:Forward,1:Not,+,0.617
45,2:Forward,1:Not,+,0.956
46,2:Forward,1:Not,+,0.669
47,2:Forward,1:Not,+,0.654
48,2:Forward,2:Forward,,0.524
49,2:Forward,2:Forward,,0.942
50,2:Forward,2:Forward,,0.994
51,2:Forward,2:Forward,,0.988
52,2:Forward,1:Not,+,1
53,2:Forward,2:Forward,,0.821
54,2:Forward,2:Forward,,0.652
55,2:Forward,2:Forward,,0.993
56,2:Forward,2:Forward,,0.657
57,2:Forward,2:Forward,,0.826
58,2:Forward,2:Forward,,0.98
59,2:Forward,2:Forward,,0.797
60,2:Forward,2:Forward,,0.95
61,2:Forward,2:Forward,,0.67
62,2:Forward,1:Not,+,0.655
63,2:Forward,2:Forward,,0.992
64,2:Forward,1:Not,+,0.675
65,2:Forward,2:Forward,,0.692
66,2:Forward,2:Forward,,0.689
67,2:Forward,2:Forward,,0.894
68,2:Forward,2:Forward,,0.991
69,4:Left,4:Left,,0.926
70,4:Left,4:Left,,0.935
71,4:Left,4:Left,,0.932
72,4:Left,4:Left,,0.931
73,4:Left,4:Left,,0.601
74,4:Left,4:Left,,0.826
75,4:Left,4:Left,,0.988
76,4:Left,4:Left,,0.817
77,4:Left,4:Left,,0.858
78,4:Left,4:Left,,0.796
79,4:Left,4:Left,,0.92
80,4:Left,4:Left,,0.983
81,4:Left,4:Left,,0.931
82,4:Left,4:Left,,0.931
83,4:Left,4:Left,,0.931
84,4:Left,3:Right,+,0.89
85,3:Right,3:Right,,0.956
86,3:Right,3:Right,,0.958
87,3:Right,3:Right,,0.992
88,3:Right,3:Right,,0.993
89,3:Right,3:Right,,0.993
90,3:Right,3:Right,,0.973
91,3:Right,3:Right,,0.673
92,3:Right,3:Right,,0.839
93,3:Right,3:Right,,0.992
94,3:Right,1:Not,+,0.882
95,3:Right,3:Right,,0.766
96,3:Right,3:Right,,0.891
97,3:Right,3:Right,,0.993
98,3:Right,3:Right,,0.991
99,3:Right,3:Right,,0.993
100,3:Right,3:Right,,0.993
101,3:Right,3:Right,,0.556
102,3:Right,3:Right,,0.992
103,3:Right,3:Right,,0.992
1,1:Not,1:Not,,0.999
2,1:Not,1:Not,,0.771
3,1:Not,2:Forward,+,0.849
4,1:Not,1:Not,,0.999
5,1:Not,1:Not,,0.822
6,1:Not,2:Forward,+,0.837
7,1:Not,1:Not,,0.994
8,1:Not,1:Not,,0.975
9,1:Not,1:Not,,0.999
10,1:Not,2:Forward,+,0.851
11,1:Not,1:Not,,0.98
12,1:Not,1:Not,,0.97
13,1:Not,1:Not,,1
14,1:Not,1:Not,,0.644
15,1:Not,1:Not,,0.944
16,1:Not,2:Forward,+,0.934
17,1:Not,1:Not,,0.973
18,1:Not,1:Not,,0.873
19,1:Not,3:Right,+,0.866
20,1:Not,1:Not,,0.945
21,1:Not,1:Not,,1
22,1:Not,1:Not,,0.695
23,1:Not,1:Not,,0.974
24,1:Not,1:Not,,0.953
25,1:Not,1:Not,,0.965
26,1:Not,1:Not,,0.968
27,1:Not,1:Not,,0.999
28,1:Not,2:Forward,+,0.981
29,1:Not,2:Forward,+,0.895
30,1:Not,1:Not,,0.998
31,1:Not,1:Not,,0.79
32,1:Not,2:Forward,+,0.999
33,2:Forward,2:Forward,,0.985
34,2:Forward,2:Forward,,0.835
35,2:Forward,2:Forward,,0.814
36,2:Forward,2:Forward,,1
37,2:Forward,2:Forward,,0.812
38,2:Forward,2:Forward,,0.985
39,2:Forward,1:Not,+,0.693
40,2:Forward,2:Forward,,0.505
41,2:Forward,2:Forward,,0.745
42,2:Forward,2:Forward,,0.839
43,2:Forward,2:Forward,,0.867
44,2:Forward,2:Forward,,0.744
45,2:Forward,2:Forward,,1
46,2:Forward,2:Forward,,0.985
47,2:Forward,2:Forward,,0.971
48,2:Forward,2:Forward,,0.985
49,2:Forward,2:Forward,,0.952
50,2:Forward,2:Forward,,0.991
51,2:Forward,2:Forward,,0.996
52,2:Forward,2:Forward,,0.832
53,2:Forward,2:Forward,,0.986
54,2:Forward,2:Forward,,0.852
55,2:Forward,2:Forward,,0.998
56,2:Forward,2:Forward,,0.936
57,2:Forward,2:Forward,,0.836
58,2:Forward,2:Forward,,0.838
59,2:Forward,2:Forward,,0.906
60,2:Forward,2:Forward,,0.751
61,2:Forward,2:Forward,,0.985
62,2:Forward,2:Forward,,0.98
63,2:Forward,2:Forward,,0.988
64,2:Forward,2:Forward,,1
65,2:Forward,2:Forward,,0.808
66,2:Forward,1:Not,+,0.999
67,2:Forward,2:Forward,,1
68,2:Forward,4:Left,+,0.8
69,4:Left,4:Left,,0.999
70,4:Left,4:Left,,1
71,4:Left,4:Left,,0.843
72,4:Left,4:Left,,0.997
73,4:Left,3:Right,+,0.993
74,4:Left,4:Left,,1
75,4:Left,4:Left,,0.867
76,4:Left,4:Left,,0.794
77,4:Left,4:Left,,0.792
78,4:Left,4:Left,,0.999
79,4:Left,4:Left,,0.86
80,4:Left,4:Left,,0.864
81,4:Left,4:Left,,0.864
82,4:Left,4:Left,,0.526
83,4:Left,4:Left,,0.602
84,4:Left,4:Left,,1
85,3:Right,2:Forward,+,0.995
86,3:Right,3:Right,,0.99
87,3:Right,3:Right,,0.989
88,3:Right,3:Right,,0.906
89,3:Right,3:Right,,0.987
90,3:Right,3:Right,,0.992
91,3:Right,3:Right,,0.972
92,3:Right,3:Right,,0.986
93,3:Right,3:Right,,0.983
94,3:Right,3:Right,,0.777
95,3:Right,3:Right,,0.793
96,3:Right,3:Right,,0.969
97,3:Right,3:Right,,0.999
98,3:Right,3:Right,,0.999
99,3:Right,3:Right,,0.999
100,3:Right,4:Left,+,0.837
101,3:Right,3:Right,,0.993
102,3:Right,2:Forward,+,0.873
103,3:Right,3:Right,,0.991
1,1:Not,1:Not,,0.941
2,1:Not,3:Right,+,0.868
3,1:Not,1:Not,,0.96
4,1:Not,1:Not,,0.968
5,1:Not,3:Right,+,0.771
6,1:Not,1:Not,,0.886
7,1:Not,1:Not,,0.757
8,1:Not,1:Not,,0.957
9,1:Not,1:Not,,0.969
10,1:Not,1:Not,,0.987
11,1:Not,1:Not,,0.759
12,1:Not,1:Not,,0.969
13,1:Not,3:Right,+,0.738
14,1:Not,1:Not,,0.969
15,1:Not,1:Not,,0.7
16,1:Not,1:Not,,0.969
17,1:Not,3:Right,+,0.822
18,1:Not,1:Not,,0.929
19,1:Not,1:Not,,0.75
20,1:Not,1:Not,,0.956
21,1:Not,1:Not,,0.962
22,1:Not,1:Not,,0.909
23,1:Not,1:Not,,0.785
24,1:Not,2:Forward,+,0.571
25,1:Not,1:Not,,0.519
26,1:Not,1:Not,,0.513
27,1:Not,1:Not,,0.958
28,1:Not,1:Not,,0.515
29,1:Not,1:Not,,0.969
30,1:Not,1:Not,,0.524
31,1:Not,1:Not,,0.952
32,1:Not,1:Not,,0.997
33,2:Forward,2:Forward,,0.567
34,2:Forward,2:Forward,,0.583
35,2:Forward,2:Forward,,0.987
36,2:Forward,2:Forward,,0.956
37,2:Forward,2:Forward,,0.896
38,2:Forward,2:Forward,,0.957
39,2:Forward,2:Forward,,0.623
40,2:Forward,2:Forward,,0.95
41,2:Forward,2:Forward,,0.941
42,2:Forward,2:Forward,,0.945
43,2:Forward,2:Forward,,0.724
44,2:Forward,2:Forward,,0.957
45,2:Forward,2:Forward,,0.873
46,2:Forward,2:Forward,,0.998
47,2:Forward,2:Forward,,0.955
48,2:Forward,2:Forward,,0.945
49,2:Forward,1:Not,+,0.513
50,2:Forward,2:Forward,,0.956
51,2:Forward,3:Right,+,0.709
52,2:Forward,2:Forward,,0.817
53,2:Forward,2:Forward,,0.861
54,2:Forward,2:Forward,,0.58
55,2:Forward,2:Forward,,0.913
56,2:Forward,2:Forward,,0.563
57,2:Forward,2:Forward,,0.986
58,2:Forward,2:Forward,,0.789
59,2:Forward,2:Forward,,0.75
60,2:Forward,2:Forward,,0.812
61,2:Forward,2:Forward,,0.988
62,2:Forward,1:Not,+,0.517
63,2:Forward,2:Forward,,0.563
64,2:Forward,2:Forward,,0.988
65,2:Forward,1:Not,+,0.521
66,2:Forward,2:Forward,,0.956
67,2:Forward,2:Forward,,0.975
68,2:Forward,2:Forward,,0.968
69,4:Left,4:Left,,0.976
70,4:Left,4:Left,,0.846
71,4:Left,4:Left,,1
72,4:Left,4:Left,,1
73,4:Left,4:Left,,0.996
74,4:Left,4:Left,,0.997
75,4:Left,4:Left,,0.905
76,4:Left,1:Not,+,0.749
77,4:Left,4:Left,,1
78,4:Left,4:Left,,1
79,4:Left,2:Forward,+,0.573
80,4:Left,4:Left,,1
81,4:Left,4:Left,,0.756
82,4:Left,4:Left,,0.537
83,4:Left,4:Left,,1
84,4:Left,4:Left,,0.997
85,3:Right,3:Right,,0.845
86,3:Right,3:Right,,0.849
87,3:Right,3:Right,,0.854
88,3:Right,3:Right,,0.605
89,3:Right,3:Right,,0.85
90,3:Right,3:Right,,0.821
91,3:Right,3:Right,,0.872
92,3:Right,3:Right,,0.597
93,3:Right,3:Right,,0.991
94,3:Right,3:Right,,0.868
95,3:Right,3:Right,,0.871
96,3:Right,3:Right,,0.993
97,3:Right,3:Right,,0.963
98,3:Right,4:Left,+,1
99,3:Right,3:Right,,0.918
100,3:Right,3:Right,,0.836
101,3:Right,3:Right,,0.981
102,3:Right,3:Right,,0.788
103,3:Right,3:Right,,0.863
1,1:Not,1:Not,,0.88
2,1:Not,1:Not,,0.974
3,1:Not,1:Not,,0.959
4,1:Not,1:Not,,1
5,1:Not,1:Not,,0.982
6,1:Not,1:Not,,0.982
7,1:Not,1:Not,,0.607
8,1:Not,1:Not,,0.496
9,1:Not,2:Forward,+,0.939
10,1:Not,1:Not,,1
11,1:Not,1:Not,,0.97
12,1:Not,1:Not,,0.982
13,1:Not,1:Not,,0.984
14,1:Not,1:Not,,0.985
15,1:Not,1:Not,,0.605
16,1:Not,4:Left,+,0.856
17,1:Not,1:Not,,0.973
18,1:Not,2:Forward,+,0.872
19,1:Not,1:Not,,0.606
20,1:Not,1:Not,,0.983
21,1:Not,1:Not,,0.867
22,1:Not,1:Not,,0.602
23,1:Not,1:Not,,0.605
24,1:Not,1:Not,,0.606
25,1:Not,1:Not,,0.978
26,1:Not,1:Not,,0.565
27,1:Not,1:Not,,0.61
28,1:Not,1:Not,,0.978
29,1:Not,3:Right,+,1
30,1:Not,1:Not,,0.968
31,1:Not,1:Not,,0.97
32,1:Not,1:Not,,0.855
33,2:Forward,1:Not,+,0.607
34,2:Forward,2:Forward,,1
35,2:Forward,1:Not,+,0.577
36,2:Forward,1:Not,+,0.581
37,2:Forward,2:Forward,,0.999
38,2:Forward,2:Forward,,0.874
39,2:Forward,2:Forward,,0.999
40,2:Forward,2:Forward,,0.958
41,2:Forward,2:Forward,,0.894
42,2:Forward,2:Forward,,0.93
43,2:Forward,2:Forward,,0.996
44,2:Forward,2:Forward,,0.914
45,2:Forward,2:Forward,,0.995
46,2:Forward,2:Forward,,0.49
47,2:Forward,2:Forward,,0.899
48,2:Forward,2:Forward,,0.985
49,2:Forward,2:Forward,,0.987
50,2:Forward,1:Not,+,0.603
51,2:Forward,2:Forward,,0.913
52,2:Forward,1:Not,+,0.512
53,2:Forward,2:Forward,,0.931
54,2:Forward,2:Forward,,0.925
55,2:Forward,1:Not,+,0.6
56,2:Forward,1:Not,+,0.589
57,2:Forward,2:Forward,,0.996
58,2:Forward,2:Forward,,0.902
59,2:Forward,2:Forward,,0.999
60,2:Forward,2:Forward,,1
61,2:Forward,1:Not,+,0.602
62,2:Forward,2:Forward,,0.898
63,2:Forward,2:Forward,,0.999
64,2:Forward,1:Not,+,0.58
65,2:Forward,1:Not,+,0.586
66,2:Forward,2:Forward,,0.943
67,2:Forward,2:Forward,,0.998
68,2:Forward,2:Forward,,0.539
69,4:Left,4:Left,,1
70,4:Left,4:Left,,1
71,4:Left,4:Left,,1
72,4:Left,4:Left,,0.998
73,4:Left,2:Forward,+,0.666
74,4:Left,4:Left,,0.953
75,4:Left,4:Left,,1
76,4:Left,3:Right,+,0.518
77,4:Left,3:Right,+,0.658
78,4:Left,4:Left,,0.998
79,4:Left,4:Left,,0.881
80,4:Left,4:Left,,1
81,4:Left,4:Left,,1
82,4:Left,4:Left,,1
83,4:Left,4:Left,,1
84,4:Left,3:Right,+,0.797
85,3:Right,3:Right,,0.968
86,3:Right,4:Left,+,0.889
87,3:Right,3:Right,,0.93
88,3:Right,4:Left,+,0.992
89,3:Right,3:Right,,0.781
90,3:Right,3:Right,,0.827
91,3:Right,3:Right,,0.999
92,3:Right,3:Right,,0.681
93,3:Right,3:Right,,0.999
94,3:Right,3:Right,,0.963
95,3:Right,3:Right,,1
96,3:Right,3:Right,,1
97,3:Right,4:Left,+,1
98,3:Right,3:Right,,0.884
99,3:Right,3:Right,,0.975
100,3:Right,3:Right,,0.99
101,3:Right,3:Right,,0.882
102,3:Right,3:Right,,0.883
103,3:Right,3:Right,,0.99
1,1:Not,1:Not,,0.98
2,1:Not,1:Not,,1
3,1:Not,1:Not,,0.996
4,1:Not,1:Not,,0.977
5,1:Not,1:Not,,0.788
6,1:Not,1:Not,,0.754
7,1:Not,1:Not,,0.659
8,1:Not,1:Not,,0.999
9,1:Not,1:Not,,1
10,1:Not,1:Not,,1
11,1:Not,1:Not,,0.996
12,1:Not,1:Not,,1
13,1:Not,1:Not,,0.996
14,1:Not,1:Not,,0.838
15,1:Not,1:Not,,0.996
16,1:Not,1:Not,,1
17,1:Not,1:Not,,0.998
18,1:Not,1:Not,,0.665
19,1:Not,1:Not,,0.668
20,1:Not,1:Not,,0.996
21,1:Not,1:Not,,1
22,1:Not,1:Not,,0.699
23,1:Not,1:Not,,0.981
24,1:Not,1:Not,,0.943
25,1:Not,1:Not,,0.998
26,1:Not,1:Not,,0.998
27,1:Not,1:Not,,0.653
28,1:Not,1:Not,,0.999
29,1:Not,1:Not,,0.988
30,1:Not,1:Not,,0.788
31,1:Not,1:Not,,0.998
32,1:Not,1:Not,,1
33,2:Forward,2:Forward,,0.909
34,2:Forward,2:Forward,,0.997
35,2:Forward,2:Forward,,0.988
36,2:Forward,2:Forward,,1
37,2:Forward,2:Forward,,1
38,2:Forward,2:Forward,,0.929
39,2:Forward,2:Forward,,0.922
40,2:Forward,2:Forward,,0.942
41,2:Forward,2:Forward,,0.936
42,2:Forward,1:Not,+,0.665
43,2:Forward,1:Not,+,0.997
44,2:Forward,2:Forward,,0.627
45,2:Forward,1:Not,+,0.661
46,2:Forward,2:Forward,,0.995
47,2:Forward,2:Forward,,1
48,2:Forward,2:Forward,,0.985
49,2:Forward,2:Forward,,0.911
50,2:Forward,2:Forward,,0.985
51,2:Forward,4:Left,+,0.968
52,2:Forward,2:Forward,,0.936
53,2:Forward,2:Forward,,0.983
54,2:Forward,2:Forward,,0.975
55,2:Forward,1:Not,+,0.645
56,2:Forward,2:Forward,,0.973
57,2:Forward,2:Forward,,0.944
58,2:Forward,2:Forward,,0.914
59,2:Forward,2:Forward,,0.936
60,2:Forward,1:Not,+,0.64
61,2:Forward,1:Not,+,0.65
62,2:Forward,2:Forward,,0.745
63,2:Forward,1:Not,+,0.574
64,2:Forward,2:Forward,,0.936
65,2:Forward,2:Forward,,0.932
66,2:Forward,2:Forward,,0.904
67,2:Forward,2:Forward,,0.998
68,2:Forward,4:Left,+,1
69,4:Left,4:Left,,1
70,4:Left,1:Not,+,0.733
71,4:Left,4:Left,,1
72,4:Left,4:Left,,0.999
73,4:Left,4:Left,,0.999
74,4:Left,4:Left,,1
75,4:Left,4:Left,,0.998
76,4:Left,4:Left,,0.998
77,4:Left,2:Forward,+,0.518
78,4:Left,2:Forward,+,0.665
79,4:Left,4:Left,,1
80,4:Left,4:Left,,0.985
81,4:Left,4:Left,,1
82,4:Left,4:Left,,0.992
83,4:Left,4:Left,,1
84,4:Left,4:Left,,1
85,3:Right,3:Right,,0.729
86,3:Right,3:Right,,0.931
87,3:Right,3:Right,,0.992
88,3:Right,1:Not,+,0.543
89,3:Right,3:Right,,0.824
90,3:Right,3:Right,,0.997
91,3:Right,1:Not,+,0.539
92,3:Right,3:Right,,0.875
93,3:Right,3:Right,,0.899
94,3:Right,3:Right,,0.904
95,3:Right,4:Left,+,0.701
96,3:Right,4:Left,+,0.993
97,3:Right,3:Right,,0.62
