inst#,actual,predicted,error,prediction
98,3:Right,3:Right,,0.811
99,3:Right,4:Left,+,0.521
100,3:Right,3:Right,,0.843
101,3:Right,3:Right,,0.985
102,3:Right,3:Right,,0.843
103,3:Right,1:Not,+,0.744
1,1:Not,1:Not,,0.861
2,1:Not,1:Not,,0.592
3,1:Not,1:Not,,0.999
4,1:Not,1:Not,,0.996
5,1:Not,1:Not,,0.997
6,1:Not,1:Not,,0.553
7,1:Not,2:Forward,+,0.794
8,1:Not,1:Not,,0.999
9,1:Not,1:Not,,0.999
10,1:Not,1:Not,,0.999
11,1:Not,1:Not,,0.996
12,1:Not,1:Not,,0.604
13,1:Not,2:Forward,+,0.868
14,1:Not,1:Not,,0.996
15,1:Not,1:Not,,0.958
16,1:Not,1:Not,,0.998
17,1:Not,1:Not,,0.999
18,1:Not,1:Not,,0.996
19,1:Not,1:Not,,0.996
20,1:Not,1:Not,,0.996
21,1:Not,1:Not,,0.999
22,1:Not,1:Not,,0.997
23,1:Not,1:Not,,0.986
24,1:Not,1:Not,,0.939
25,1:Not,1:Not,,0.694
26,1:Not,1:Not,,0.999
27,1:Not,1:Not,,0.999
28,1:Not,1:Not,,0.999
29,1:Not,1:Not,,0.577
30,1:Not,1:Not,,0.551
31,1:Not,1:Not,,0.978
32,1:Not,1:Not,,0.999
33,2:Forward,2:Forward,,0.995
34,2:Forward,1:Not,+,0.533
35,2:Forward,2:Forward,,0.994
36,2:Forward,2:Forward,,0.994
37,2:Forward,2:Forward,,0.998
38,2:Forward,1:Not,+,0.594
39,2:Forward,2:Forward,,0.996
40,2:Forward,1:Not,+,0.556
41,2:Forward,2:Forward,,0.969
42,2:Forward,2:Forward,,0.924
43,2:Forward,2:Forward,,0.97
44,2:Forward,2:Forward,,0.865
45,2:Forward,2:Forward,,1
46,2:Forward,2:Forward,,1
47,2:Forward,2:Forward,,0.996
48,2:Forward,2:Forward,,0.995
49,2:Forward,1:Not,+,0.536
50,2:Forward,2:Forward,,0.79
51,2:Forward,2:Forward,,0.566
52,2:Forward,2:Forward,,0.992
53,2:Forward,2:Forward,,0.997
54,2:Forward,1:Not,+,0.587
55,2:Forward,2:Forward,,0.919
56,2:Forward,2:Forward,,0.997
57,2:Forward,2:Forward,,0.603
58,2:Forward,2:Forward,,0.997
59,2:Forward,2:Forward,,1
60,2:Forward,1:Not,+,0.581
61,2:Forward,4:Left,+,0.912
62,2:Forward,1:Not,+,0.584
63,2:Forward,2:Forward,,0.984
64,2:Forward,2:Forward,,0.997
65,2:Forward,2:Forward,,0.995
66,2:Forward,4:Left,+,0.754
67,2:Forward,1:Not,+,0.533
68,2:Forward,2:Forward,,1
69,4:Left,2:Forward,+,0.741
70,4:Left,4:Left,,0.945
71,4:Left,4:Left,,0.94
72,4:Left,4:Left,,0.951
73,4:Left,4:Left,,0.727
74,4:Left,4:Left,,0.95
75,4:Left,4:Left,,0.945
76,4:Left,2:Forward,+,0.886
77,4:Left,4:Left,,0.95
78,4:Left,4:Left,,0.97
79,4:Left,4:Left,,0.95
80,4:Left,3:Right,+,0.605
81,4:Left,2:Forward,+,0.952
82,4:Left,4:Left,,0.86
83,4:Left,4:Left,,0.951
84,4:Left,4:Left,,0.951
85,3:Right,3:Right,,0.897
86,3:Right,3:Right,,0.599
87,3:Right,3:Right,,0.923
88,3:Right,3:Right,,0.889
89,3:Right,3:Right,,0.692
90,3:Right,3:Right,,0.941
91,3:Right,3:Right,,0.861
92,3:Right,3:Right,,0.881
93,3:Right,3:Right,,0.92
94,3:Right,3:Right,,0.931
95,3:Right,3:Right,,0.917
96,3:Right,3:Right,,0.913
97,3:Right,4:Left,+,0.937
98,3:Right,3:Right,,0.597
99,3:Right,4:Left,+,0.937
100,3:Right,4:Left,+,0.868
101,3:Right,3:Right,,0.902
102,3:Right,3:Right,,1
103,3:Right,4:Left,+,0.937
1,1:Not,3:Right,+,0.567
2,1:Not,2:Forward,+,0.503
3,1:Not,1:Not,,0.992
4,1:Not,1:Not,,0.983
5,1:Not,1:Not,,0.995
6,1:Not,1:Not,,0.997
7,1:Not,2:Forward,+,0.886
8,1:Not,1:Not,,0.898
9,1:Not,1:Not,,0.983
10,1:Not,1:Not,,0.999
11,1:Not,1:Not,,0.985
12,1:Not,1:Not,,0.642
13,1:Not,1:Not,,0.987
14,1:Not,1:Not,,0.989
15,1:Not,1:Not,,0.995
16,1:Not,1:Not,,0.994
17,1:Not,1:Not,,0.991
18,1:Not,1:Not,,0.959
19,1:Not,1:Not,,0.974
20,1:Not,3:Right,+,0.582
21,1:Not,4:Left,+,0.992
22,1:Not,1:Not,,0.549
23,1:Not,1:Not,,0.979
24,1:Not,1:Not,,0.91
25,1:Not,1:Not,,0.703
26,1:Not,2:Forward,+,0.502
27,1:Not,1:Not,,0.792
28,1:Not,1:Not,,0.981
29,1:Not,1:Not,,0.993
30,1:Not,1:Not,,0.995
31,1:Not,1:Not,,0.95
32,1:Not,1:Not,,0.672
33,2:Forward,2:Forward,,0.704
34,2:Forward,2:Forward,,0.515
35,2:Forward,2:Forward,,0.667
36,2:Forward,1:Not,+,0.651
37,2:Forward,1:Not,+,0.687
38,2:Forward,2:Forward,,0.959
39,2:Forward,2:Forward,,1
40,2:Forward,2:Forward,,0.975
41,2:Forward,1:Not,+,0.555
42,2:Forward,2:Forward,,0.999
43,2:Forward,2:Forward,,1
44,2:Forward,2:Forward,,0.906
45,2:Forward,2:Forward,,0.539
46,2:Forward,2:Forward,,0.999
47,2:Forward,2:Forward,,0.999
48,2:Forward,2:Forward,,0.906
49,2:Forward,2:Forward,,0.997
50,2:Forward,2:Forward,,0.979
51,2:Forward,2:Forward,,0.999
52,2:Forward,2:Forward,,0.989
53,2:Forward,2:Forward,,0.807
54,2:Forward,2:Forward,,0.906
55,2:Forward,2:Forward,,0.722
56,2:Forward,2:Forward,,0.906
57,2:Forward,2:Forward,,0.896
58,2:Forward,1:Not,+,0.693
59,2:Forward,2:Forward,,0.547
60,2:Forward,2:Forward,,0.863
61,2:Forward,2:Forward,,0.617
62,2:Forward,1:Not,+,0.668
63,2:Forward,2:Forward,,0.8
64,2:Forward,2:Forward,,0.922
65,2:Forward,2:Forward,,0.603
66,2:Forward,2:Forward,,0.914
67,2:Forward,2:Forward,,0.888
68,2:Forward,2:Forward,,0.904
69,4:Left,4:Left,,0.911
70,4:Left,4:Left,,0.77
71,4:Left,4:Left,,0.998
72,4:Left,4:Left,,0.998
73,4:Left,4:Left,,0.693
74,4:Left,4:Left,,0.998
75,4:Left,4:Left,,0.998
76,4:Left,4:Left,,0.998
77,4:Left,4:Left,,0.998
78,4:Left,4:Left,,0.508
79,4:Left,4:Left,,0.814
80,4:Left,4:Left,,0.993
81,4:Left,4:Left,,0.957
82,4:Left,4:Left,,0.998
83,4:Left,4:Left,,0.689
84,4:Left,4:Left,,0.998
85,3:Right,3:Right,,0.942
86,3:Right,3:Right,,0.998
87,3:Right,3:Right,,0.887
88,3:Right,3:Right,,0.836
89,3:Right,4:Left,+,0.978
90,3:Right,3:Right,,0.919
91,3:Right,3:Right,,0.925
92,3:Right,3:Right,,0.987
93,3:Right,3:Right,,0.987
94,3:Right,3:Right,,0.971
95,3:Right,3:Right,,0.582
96,3:Right,3:Right,,0.982
97,3:Right,3:Right,,0.576
98,3:Right,3:Right,,0.952
99,3:Right,3:Right,,0.914
100,3:Right,3:Right,,0.892
101,3:Right,3:Right,,0.868
102,3:Right,3:Right,,0.978
103,3:Right,3:Right,,0.982
1,1:Not,1:Not,,0.978
2,1:Not,1:Not,,0.997
3,1:Not,2:Forward,+,0.606
4,1:Not,1:Not,,0.668
5,1:Not,1:Not,,1
6,1:Not,3:Right,+,0.889
7,1:Not,1:Not,,0.915
8,1:Not,1:Not,,0.836
9,1:Not,1:Not,,1
10,1:Not,1:Not,,0.581
11,1:Not,2:Forward,+,0.758
12,1:Not,1:Not,,0.993
13,1:Not,1:Not,,1
14,1:Not,1:Not,,1
15,1:Not,1:Not,,1
16,1:Not,1:Not,,0.964
17,1:Not,1:Not,,0.577
18,1:Not,1:Not,,1
19,1:Not,2:Forward,+,0.976
20,1:Not,1:Not,,0.987
21,1:Not,2:Forward,+,0.825
22,1:Not,1:Not,,0.838
23,1:Not,1:Not,,1
24,1:Not,2:Forward,+,0.819
25,1:Not,3:Right,+,0.89
26,1:Not,1:Not,,0.676
27,1:Not,1:Not,,0.998
28,1:Not,1:Not,,1
29,1:Not,1:Not,,0.913
30,1:Not,1:Not,,0.952
31,1:Not,1:Not,,0.586
32,1:Not,1:Not,,1
33,2:Forward,1:Not,+,1
34,2:Forward,2:Forward,,0.546
35,2:Forward,2:Forward,,0.99
36,2:Forward,2:Forward,,0.821
37,2:Forward,2:Forward,,0.982
38,2:Forward,2:Forward,,0.897
39,2:Forward,2:Forward,,0.866
40,2:Forward,2:Forward,,0.954
41,2:Forward,2:Forward,,0.865
42,2:Forward,2:Forward,,0.935
43,2:Forward,2:Forward,,0.981
44,2:Forward,2:Forward,,0.815
45,2:Forward,2:Forward,,0.997
46,2:Forward,2:Forward,,0.963
47,2:Forward,2:Forward,,0.816
48,2:Forward,2:Forward,,0.809
49,2:Forward,2:Forward,,0.969
50,2:Forward,2:Forward,,0.956
51,2:Forward,2:Forward,,0.957
52,2:Forward,2:Forward,,0.909
53,2:Forward,2:Forward,,0.998
54,2:Forward,2:Forward,,0.896
55,2:Forward,2:Forward,,0.832
56,2:Forward,2:Forward,,0.937
57,2:Forward,2:Forward,,0.878
58,2:Forward,2:Forward,,0.898
59,2:Forward,2:Forward,,0.998
60,2:Forward,2:Forward,,0.55
61,2:Forward,2:Forward,,0.985
62,2:Forward,2:Forward,,0.744
63,2:Forward,2:Forward,,0.819
64,2:Forward,2:Forward,,0.998
65,2:Forward,2:Forward,,0.933
66,2:Forward,1:Not,+,0.576
67,2:Forward,2:Forward,,0.821
68,2:Forward,2:Forward,,0.963
69,4:Left,1:Not,+,0.894
70,4:Left,4:Left,,0.925
71,4:Left,4:Left,,0.876
72,4:Left,4:Left,,0.922
73,4:Left,4:Left,,0.889
74,4:Left,4:Left,,0.801
75,4:Left,4:Left,,0.913
76,4:Left,4:Left,,0.956
77,4:Left,4:Left,,0.922
78,4:Left,4:Left,,0.859
79,4:Left,2:Forward,+,0.998
80,4:Left,4:Left,,0.965
81,4:Left,4:Left,,0.925
82,4:Left,4:Left,,0.938
83,4:Left,4:Left,,0.974
84,4:Left,4:Left,,0.922
85,3:Right,4:Left,+,0.527
86,3:Right,3:Right,,0.987
87,3:Right,3:Right,,0.859
88,3:Right,3:Right,,0.854
89,3:Right,3:Right,,0.871
90,3:Right,3:Right,,0.78
91,3:Right,3:Right,,0.922
92,3:Right,3:Right,,0.984
93,3:Right,3:Right,,0.739
94,3:Right,3:Right,,0.984
95,3:Right,3:Right,,0.87
96,3:Right,3:Right,,0.946
97,3:Right,4:Left,+,0.789
98,3:Right,3:Right,,0.574
99,3:Right,3:Right,,0.984
100,3:Right,3:Right,,0.957
101,3:Right,3:Right,,0.868
102,3:Right,3:Right,,0.551
103,3:Right,3:Right,,0.845
1,1:Not,1:Not,,1
2,1:Not,1:Not,,0.584
3,1:Not,1:Not,,1
4,1:Not,1:Not,,1
5,1:Not,1:Not,,0.988
6,1:Not,1:Not,,0.648
7,1:Not,1:Not,,1
8,1:Not,2:Forward,+,0.994
9,1:Not,1:Not,,1
10,1:Not,1:Not,,1
11,1:Not,1:Not,,0.998
12,1:Not,1:Not,,1
13,1:Not,1:Not,,1
14,1:Not,2:Forward,+,0.851
15,1:Not,1:Not,,0.66
16,1:Not,1:Not,,0.958
17,1:Not,1:Not,,0.992
18,1:Not,1:Not,,1
19,1:Not,1:Not,,1
20,1:Not,1:Not,,1
21,1:Not,1:Not,,1
22,1:Not,1:Not,,1
23,1:Not,1:Not,,1
24,1:Not,1:Not,,0.956
25,1:Not,1:Not,,1
26,1:Not,1:Not,,1
27,1:Not,1:Not,,0.998
28,1:Not,1:Not,,1
29,1:Not,1:Not,,1
30,1:Not,1:Not,,1
31,1:Not,1:Not,,1
32,1:Not,1:Not,,0.588
33,2:Forward,2:Forward,,0.587
34,2:Forward,2:Forward,,1
35,2:Forward,2:Forward,,1
36,2:Forward,2:Forward,,0.991
37,2:Forward,2:Forward,,0.903
38,2:Forward,2:Forward,,1
39,2:Forward,2:Forward,,0.992
40,2:Forward,2:Forward,,0.999
41,2:Forward,2:Forward,,0.904
42,2:Forward,2:Forward,,0.999
43,2:Forward,2:Forward,,0.561
44,2:Forward,2:Forward,,0.613
45,2:Forward,1:Not,+,0.597
46,2:Forward,2:Forward,,0.716
47,2:Forward,1:Not,+,0.559
48,2:Forward,2:Forward,,0.564
49,2:Forward,2:Forward,,1
50,2:Forward,2:Forward,,0.601
51,2:Forward,1:Not,+,0.591
52,2:Forward,2:Forward,,0.943
53,2:Forward,2:Forward,,0.998
54,2:Forward,2:Forward,,0.999
55,2:Forward,2:Forward,,0.846
56,2:Forward,2:Forward,,0.997
57,2:Forward,2:Forward,,1
58,2:Forward,2:Forward,,0.996
59,2:Forward,2:Forward,,0.504
60,2:Forward,2:Forward,,1
61,2:Forward,2:Forward,,0.912
62,2:Forward,2:Forward,,0.854
63,2:Forward,2:Forward,,0.992
64,2:Forward,2:Forward,,1
65,2:Forward,2:Forward,,1
66,2:Forward,2:Forward,,0.651
67,2:Forward,2:Forward,,1
68,2:Forward,2:Forward,,0.565
69,4:Left,4:Left,,0.995
70,4:Left,4:Left,,0.921
71,4:Left,4:Left,,0.992
72,4:Left,4:Left,,0.942
73,4:Left,4:Left,,0.899
74,4:Left,4:Left,,0.759
75,4:Left,4:Left,,0.843
76,4:Left,4:Left,,0.995
77,4:Left,4:Left,,0.758
78,4:Left,4:Left,,0.995
79,4:Left,4:Left,,0.956
80,4:Left,4:Left,,0.908
81,4:Left,4:Left,,0.879
82,4:Left,2:Forward,+,0.641
83,4:Left,4:Left,,0.993
84,4:Left,1:Not,+,0.833
85,3:Right,1:Not,+,1
86,3:Right,3:Right,,0.945
87,3:Right,2:Forward,+,0.759
88,3:Right,3:Right,,0.799
89,3:Right,1:Not,+,1
90,3:Right,4:Left,+,0.495
91,3:Right,4:Left,+,0.869
92,3:Right,1:Not,+,0.587
93,3:Right,4:Left,+,0.798
94,3:Right,4:Left,+,0.56
95,3:Right,1:Not,+,1
96,3:Right,3:Right,,0.941
97,3:Right,3:Right,,0.927
98,3:Right,1:Not,+,1
99,3:Right,1:Not,+,0.582
100,3:Right,1:Not,+,1
101,3:Right,4:Left,+,0.73
102,3:Right,3:Right,,0.816
103,3:Right,3:Right,,0.928
1,1:Not,3:Right,+,0.609
2,1:Not,1:Not,,0.99
3,1:Not,1:Not,,0.983
4,1:Not,1:Not,,0.978
5,1:Not,1:Not,,0.799
6,1:Not,1:Not,,0.983
7,1:Not,1:Not,,0.99
8,1:Not,2:Forward,+,0.501
9,1:Not,1:Not,,0.988
10,1:Not,2:Forward,+,0.999
11,1:Not,4:Left,+,0.877
12,1:Not,1:Not,,0.59
13,1:Not,1:Not,,0.996
14,1:Not,1:Not,,0.914
15,1:Not,2:Forward,+,0.726
16,1:Not,1:Not,,0.981
17,1:Not,1:Not,,0.852
18,1:Not,1:Not,,0.977
19,1:Not,1:Not,,0.907
20,1:Not,1:Not,,0.998
21,1:Not,3:Right,+,0.596
22,1:Not,1:Not,,0.952
23,1:Not,2:Forward,+,0.969
24,1:Not,3:Right,+,0.588
25,1:Not,1:Not,,0.865
26,1:Not,1:Not,,0.984
27,1:Not,1:Not,,0.999
28,1:Not,3:Right,+,0.509
29,1:Not,1:Not,,0.975
30,1:Not,1:Not,,0.978
31,1:Not,1:Not,,0.55
32,1:Not,1:Not,,0.959
33,2:Forward,2:Forward,,0.95
34,2:Forward,2:Forward,,0.754
35,2:Forward,2:Forward,,0.972
36,2:Forward,2:Forward,,0.851
37,2:Forward,2:Forward,,1
38,2:Forward,2:Forward,,1
39,2:Forward,2:Forward,,0.999
40,2:Forward,2:Forward,,0.947
41,2:Forward,2:Forward,,0.999
42,2:Forward,2:Forward,,0.955
43,2:Forward,2:Forward,,0.955
44,2:Forward,2:Forward,,0.919
45,2:Forward,2:Forward,,0.612
46,2:Forward,2:Forward,,0.922
47,2:Forward,2:Forward,,0.999
48,2:Forward,1:Not,+,0.821
49,2:Forward,2:Forward,,0.97
50,2:Forward,2:Forward,,0.92
51,2:Forward,2:Forward,,0.988
52,2:Forward,2:Forward,,0.922
53,2:Forward,1:Not,+,0.815
54,2:Forward,2:Forward,,0.95
55,2:Forward,2:Forward,,0.922
56,2:Forward,2:Forward,,0.955
57,2:Forward,2:Forward,,0.962
58,2:Forward,2:Forward,,1
59,2:Forward,2:Forward,,0.96
60,2:Forward,2:Forward,,0.934
61,2:Forward,2:Forward,,0.977
62,2:Forward,2:Forward,,0.969
63,2:Forward,2:Forward,,0.874
64,2:Forward,2:Forward,,1
65,2:Forward,2:Forward,,0.988
66,2:Forward,2:Forward,,1
67,2:Forward,3:Right,+,0.588
68,2:Forward,2:Forward,,1
69,4:Left,4:Left,,0.995
70,4:Left,2:Forward,+,0.598
71,4:Left,4:Left,,1
72,4:Left,4:Left,,1
73,4:Left,4:Left,,0.999
74,4:Left,3:Right,+,0.692
75,4:Left,4:Left,,1
76,4:Left,4:Left,,1
77,4:Left,4:Left,,0.999
78,4:Left,4:Left,,0.831
79,4:Left,4:Left,,0.998
80,4:Left,4:Left,,0.996
81,4:Left,4:Left,,1
82,4:Left,2:Forward,+,0.732
83,4:Left,3:Right,+,0.678
84,4:Left,4:Left,,0.999
85,3:Right,4:Left,+,0.894
86,3:Right,3:Right,,0.969
87,3:Right,3:Right,,0.956
88,3:Right,3:Right,,0.965
89,3:Right,3:Right,,0.98
90,3:Right,3:Right,,0.779
91,3:Right,3:Right,,0.986
92,3:Right,3:Right,,0.958
93,3:Right,4:Left,+,0.945
94,3:Right,3:Right,,0.965
95,3:Right,3:Right,,0.672
96,3:Right,3:Right,,0.899
97,3:Right,3:Right,,0.982
98,3:Right,3:Right,,0.977
99,3:Right,3:Right,,0.958
100,3:Right,3:Right,,0.976
101,3:Right,3:Right,,0.582
102,3:Right,3:Right,,0.974
103,3:Right,3:Right,,0.987
1,1:Not,1:Not,,0.94
2,1:Not,2:Forward,+,0.631
3,1:Not,1:Not,,0.949
4,1:Not,1:Not,,0.984
5,1:Not,2:Forward,+,0.982
6,1:Not,1:Not,,0.957
7,1:Not,1:Not,,0.993
8,1:Not,2:Forward,+,0.561
9,1:Not,1:Not,,0.931
10,1:Not,1:Not,,0.964
11,1:Not,1:Not,,0.996
12,1:Not,1:Not,,0.994
13,1:Not,1:Not,,0.986
14,1:Not,2:Forward,+,0.567
15,1:Not,1:Not,,0.997
16,1:Not,2:Forward,+,0.562
17,1:Not,1:Not,,0.947
18,1:Not,1:Not,,0.641
19,1:Not,2:Forward,+,0.53
20,1:Not,1:Not,,0.929
21,1:Not,2:Forward,+,0.562
22,1:Not,1:Not,,0.929
23,1:Not,1:Not,,0.979
24,1:Not,1:Not,,0.985
25,1:Not,1:Not,,0.673
26,1:Not,4:Left,+,0.618
27,1:Not,1:Not,,0.928
28,1:Not,1:Not,,0.929
29,1:Not,1:Not,,0.951
30,1:Not,2:Forward,+,0.563
31,1:Not,1:Not,,0.868
32,1:Not,1:Not,,0.925
33,2:Forward,2:Forward,,0.781
34,2:Forward,2:Forward,,0.993
35,2:Forward,2:Forward,,0.936
36,2:Forward,2:Forward,,0.99
37,2:Forward,2:Forward,,0.997
38,2:Forward,2:Forward,,1
39,2:Forward,2:Forward,,0.999
40,2:Forward,2:Forward,,1
41,2:Forward,2:Forward,,0.632
42,2:Forward,2:Forward,,0.993
43,2:Forward,2:Forward,,0.783
44,2:Forward,2:Forward,,1
45,2:Forward,2:Forward,,0.981
46,2:Forward,2:Forward,,0.562
47,2:Forward,2:Forward,,1
48,2:Forward,2:Forward,,1
49,2:Forward,2:Forward,,0.623
50,2:Forward,2:Forward,,1
51,2:Forward,2:Forward,,0.981
52,2:Forward,2:Forward,,0.904
53,2:Forward,2:Forward,,0.971
54,2:Forward,2:Forward,,0.661
55,2:Forward,2:Forward,,0.904
56,2:Forward,2:Forward,,0.999
57,2:Forward,1:Not,+,0.531
58,2:Forward,2:Forward,,0.976
59,2:Forward,2:Forward,,0.921
60,2:Forward,1:Not,+,0.606
61,2:Forward,2:Forward,,0.999
62,2:Forward,2:Forward,,0.984
63,2:Forward,2:Forward,,0.946
64,2:Forward,2:Forward,,0.869
65,2:Forward,2:Forward,,0.841
66,2:Forward,2:Forward,,0.759
67,2:Forward,2:Forward,,0.628
68,2:Forward,2:Forward,,1
69,4:Left,4:Left,,0.958
70,4:Left,4:Left,,0.656
71,4:Left,4:Left,,0.955
72,4:Left,4:Left,,0.901
73,4:Left,4:Left,,0.884
74,4:Left,2:Forward,+,0.618
75,4:Left,4:Left,,0.665
76,4:Left,4:Left,,0.937
77,4:Left,2:Forward,+,0.791
78,4:Left,4:Left,,0.954
79,4:Left,4:Left,,0.935
80,4:Left,4:Left,,0.909
81,4:Left,2:Forward,+,0.82
82,4:Left,4:Left,,0.983
83,4:Left,4:Left,,0.968
84,4:Left,4:Left,,0.84
85,3:Right,4:Left,+,0.842
86,3:Right,3:Right,,0.983
87,3:Right,3:Right,,0.97
88,3:Right,3:Right,,0.525
89,3:Right,1:Not,+,0.986
90,3:Right,3:Right,,0.506
91,3:Right,4:Left,+,0.851
92,3:Right,3:Right,,0.957
93,3:Right,1:Not,+,0.5
94,3:Right,1:Not,+,0.501
95,3:Right,3:Right,,0.506
96,3:Right,3:Right,,0.956
97,3:Right,4:Left,+,0.85
98,3:Right,3:Right,,0.94
99,3:Right,1:Not,+,0.924
100,3:Right,4:Left,+,0.729
101,3:Right,3:Right,,0.545
102,3:Right,3:Right,,0.509
103,3:Right,3:Right,,0.988

